Pred_data,True_data
0.7995688,0.793718912
0.8003754,0.794237933
0.80110246,0.794246749
0.80130965,0.796018035
0.80204093,0.796407528
0.80277956,0.804013883
0.8059083,0.804491507
0.8087807,0.809541055
0.8127075,0.811241564
0.81512564,0.811282622
0.81711346,0.821790962
0.82103777,0.824595271
0.8255526,0.826595195
0.8300534,0.831664178
0.83315706,0.834582503
0.836379,0.835441285
0.8390372,0.835712078
0.8402141,0.839202687
0.84167564,0.840539914
0.8433671,0.843182191
0.84562975,0.845505906
0.8476416,0.845810047
0.8492449,0.852597374
0.8521751,0.85582103
0.85558754,0.85835606
0.85933214,0.859151379
0.86131305,0.861074768
0.86288464,0.86496652
0.8649959,0.872180651
0.86913055,0.873387233
0.8729775,0.87496406
0.8758223,0.874990805
0.8766796,0.875283043
0.87720424,0.876964817
0.87784564,0.878372552
0.878933,0.879499956
0.8802106,0.881232313
0.8815134,0.886440359
0.8840453,0.890255814
0.8874438,0.893075148
0.8909847,0.89495267
0.8935226,0.895636737
0.89510536,0.896861793
0.8962144,0.902005473
0.8984187,0.902591149
0.9006171,0.907055821
0.90356743,0.909701012
0.9060122,0.909848901
0.9080959,0.910068045
0.90890616,0.910441712
0.9091333,0.910717394
0.90939873,0.914308454
0.9107081,0.920227029
0.91379255,0.923745093
0.917745,0.926001164
0.9211237,0.929211869
0.92375755,0.933222698
0.9266131,0.935549061
0.92944753,0.93848696
0.93212837,0.944435666
0.9354862,0.947393246
0.9390387,0.948915605
0.94196093,0.951283539
0.94391584,0.953334304
0.9456746,0.953446321
0.946957,0.954093857
0.94770736,0.955648673
0.9484109,0.957125484
0.94951147,0.962968007
0.9521305,0.963567
0.9545184,0.964851
0.9565589,0.965940182
0.9574375,0.969302077
0.9591065,0.969490075
0.96048397,0.973218839
0.9624944,0.974555676
0.96409905,0.974687454
0.96547943,0.975284691
0.96602947,0.975396645
0.9662806,0.979355949
0.9676393,0.982426838
0.969801,0.982768471
0.97182655,0.98589501
0.9736106,0.9889400819999999
0.97555155,0.9903326930000002
0.97766066,0.9956635089999999
0.980392,0.9969079180000001
0.9827196,0.997059293
