Pred_data,True_data
0.7754525,0.779597246
0.77783346,0.780317019
0.77957284,0.784956007
0.78138757,0.786104057
0.7832375,0.789533825
0.7857978,0.790502837
0.787388,0.792359991
0.78916395,0.7942963
0.7904575,0.798037483
0.7924756,0.802301543
0.7951801,0.80474342
0.79819447,0.805788933
0.8005276,0.807231743
0.80195266,0.811358853
0.80350095,0.81194602
0.8051673,0.81221507
0.80658907,0.81229144
0.8068478,0.817392425
0.8079341,0.819232077
0.80971247,0.826116459
0.81302756,0.826733025
0.81557417,0.829991331
0.8183714,0.831617046
0.81976616,0.832173371
0.8212682,0.836850263
0.822829,0.839095349
0.8247746,0.841429237
0.82726806,0.842712517
0.8288549,0.844913203
0.8303578,0.846456856
0.8316777,0.848110096
0.8331047,0.849651488
0.83434653,0.850433415
0.8354339,0.852117882
0.83645695,0.853314518
0.8374135,0.856338112
0.83887243,0.857020877
0.8402297,0.865908468
0.8431409,0.867663661
0.8462494,0.867912943
0.84943634,0.868654113
0.85017943,0.869845869
0.8507118,0.870612835
0.85143167,0.870660789
0.8520143,0.870724707
0.85226786,0.873340082
0.85284024,0.874991113
0.85395265,0.875008847
0.85520554,0.875096939
0.8557169,0.877906318
0.8563281,0.877943358
0.85717195,0.881749166
0.85880065,0.881930193
0.85994804,0.884989481
0.86176014,0.892674573
0.8642879,0.894209938
0.8677407,0.896955212
0.8710363,0.905585622
0.8740799,0.906292454
0.877556,0.90946616
0.8809864,0.912045407
0.88266087,0.914246288
0.88481617,0.922856808
0.8880205,0.923283619
0.8912894,0.926421211
0.8946313,0.928854102
0.8961899,0.929639665
0.898003,0.931501865
0.89934725,0.936183358
0.9011099,0.943077569
0.904488,0.946660871
0.90867126,0.94769011
0.91200197,0.949569393
0.91376793,0.949574713
0.9146325,0.950806883
0.915452,0.957675819
0.9172626,0.961361671
0.9204451,0.965989279
0.9245628,0.966581803
0.927165,0.967101
0.92882884,0.972541013
0.9303063,0.980161498
0.9336889,0.98368509
0.938334,0.99625206
0.9443067,0.9969440590000002
