Pred_data,True_data
0.898289,0.89814603
0.8985221,0.89822876
0.8988085,0.8983282
0.8990232,0.89840084
0.8991098,0.899097
0.8993836,0.89928496
0.89969784,0.8995307
0.90010077,0.8998254
0.90034306,0.9000753
0.9006098,0.9001341
0.90082204,0.9003747
0.90100986,0.9003748
0.9011111,0.90041333
0.9012145,0.90081835
0.9013506,0.90125024
0.90162957,0.90125984
0.9019276,0.9015241
0.90217525,0.9022788400000001
0.9024955,0.9025517
0.90292495,0.90282255
0.9033819,0.90282327
0.9035731,0.90294254
0.903712,0.9029646
0.90375763,0.9032057
0.90388346,0.90340304
0.90403026,0.9035148
0.90421915,0.903799
0.90441644,0.90390897
0.90458405,0.90396446
0.9047434,0.9043776
0.90492886,0.90451646
0.90512556,0.90469736
0.9053805,0.9047902999999999
0.90551925,0.90531546
0.90577745,0.90536726
0.9060041,0.9053706000000001
0.9062242,0.9055545
0.9063077,0.9056834
0.9064164,0.90592444
0.9066133,0.9063043000000001
0.906875,0.90648645
0.90716,0.90651166
0.9073761,0.9067662
0.90754086,0.9068495
0.90766644,0.9071749399999999
0.90790284,0.9072526699999999
0.90807277,0.90733904
0.9082525,0.9074612999999999
0.9083533,0.90747833
0.90843385,0.9075591999999999
0.9085136,0.90769595
0.90859437,0.9077461
0.908689,0.90786535
0.9087986,0.90815765
0.9089581,0.9083126
0.9091561,0.9084776
0.9093759,0.9085429
0.9095131,0.9085678
0.9096062,0.9087104000000001
0.90968794,0.909423
0.90998894,0.9095935
0.9103438,0.91012204
0.91085017,0.9104814
0.91121626,0.9105529
0.91156065,0.91071594
0.911775,0.9114131
0.91209453,0.9114416
0.9124007,0.9116456
0.91273975,0.9118215
0.91287905,0.9119241
0.91304904,0.91198254
0.9131803,0.91237617
0.91339546,0.9126646
0.9136809,0.9126786599999999
0.91396046,0.913688
0.91447026,0.9137316
0.9148792,0.9138605599999999
0.91536266,0.9142087
0.9155626,0.9144549399999999
0.9158426,0.91460717
0.9161381,0.9146988399999999
0.91633254,0.9147625
0.9164544,0.9151819
0.9166762,0.9154224
0.9169535,0.9159123299999999
0.91740394,0.9159536
0.91770416,0.91597915
0.9179303,0.9160605000000002
0.9179879,0.91606236
0.9180299,0.9161861500000001
0.918111,0.916587
0.91831136,0.9166841
0.91855055,0.9168139
0.9188004,0.91696286
0.9189457,0.9170626400000002
0.9190929,0.9176008
0.91939604,0.91787183
0.9197425,0.9179833
0.92010564,0.9187215600000002
0.9205384,0.91932166
0.92108846,0.9193468999999999
0.9216209,0.9195292000000002
0.92194164,0.9199679000000001
0.9221863,0.92001855
0.9224422,0.9200876
0.92266345,0.9202639500000002
0.92277646,0.9204495
0.92293996,0.9207643
0.92319894,0.9208768599999999
0.9234326,0.9215245
0.9238457,0.9215351
0.92413384,0.9229715
0.9249396,0.9229755
0.925473,0.9234366
0.926217,0.923534
0.9264236,0.9235874
0.92666095,0.9241936
0.92694736,0.9249235
0.9274637,0.9249915
0.9279911,0.9258167
0.928611,0.92603946
0.92901814,0.92615247
0.9294607,0.926299
0.92964244,0.92630243
0.92973983,0.9263189
0.9298039,0.92682505
0.9300008,0.9269181
0.9302227,0.92728645
0.9305887,0.92733
0.9307718,0.9277168
0.9310733,0.92824686
0.9314251,0.92887855
0.931996,0.9291023999999999
0.93250376,0.92930156
0.9328962,0.9301649
0.93337137,0.93063843
0.93392336,0.9308106
0.9344761,0.93141913
0.93493795,0.93157005
0.9352678,0.9320532
0.93572444,0.9322205
0.9360077,0.93222773
0.9362465,0.93245363
0.9363939,0.9324874
0.93648607,0.9331991
0.9368423,0.9334605999999999
0.93719256,0.9334678600000001
0.9375448,0.9340956
0.93787265,0.9344278
0.93820834,0.9352099000000001
0.93883336,0.93521607
0.9392173,0.9352310299999999
0.9395069,0.9355684
0.9396366,0.9361976
0.9399824,0.9372133
0.9406791,0.9374195000000001
0.9413114,0.9380588999999999
0.9419683,0.93869746
0.9424779,0.93912005
0.94305944,0.93951917
0.94356024,0.9400812
0.94403464,0.9406342
0.94454783,0.94082326
0.94498295,0.941109
0.94533265,0.9414877
0.9456207,0.9417914
0.9459435,0.9420288
0.94625,0.942655
0.9466464,0.9444071700000001
0.94753355,0.9454984
0.9486579,0.9459230000000001
0.94970876,0.94812304
0.9509445,0.9484159999999999
0.9518271,0.948539
0.95264834,0.94914204
0.9529793,0.9494955000000002
0.95330983,0.9499430699999999
0.9537483,0.95122606
0.954414,0.952282
0.9552628,0.9535964
0.95637685,0.9551588
0.9575606,0.95573217
0.958549,0.9563423
0.9593465,0.9564071
0.9596896,0.9564989
0.95990866,0.9572579
0.96019334,0.9578144
0.9605919,0.95798004
0.9609984,0.9597303
0.9617476,0.9617098
0.96285063,0.96189886
0.9638634,0.9696217
0.9667769,0.9743861
0.9699707,0.9766866
0.973394,0.9814857
0.9761633,0.98758256
0.97908485,0.9990178300000001
