Pred_data,True_data
0.9307177193562853,0.9307753
0.9309154906341807,0.930786
0.9307967211747756,0.93095326
0.9311204944344268,0.9309703
0.930987364512044,0.9310056
0.9310408970945175,0.9311023
0.9311989899346726,0.93112695
0.9311516117644277,0.9311416
0.9311562516783168,0.9313408
0.9315399697832252,0.931378
0.931415226425338,0.93142664
0.9314752782180293,0.9314327
0.9314387669665898,0.93147933
0.9315259533801913,0.9316219
0.931764454265681,0.9316329
0.9316439214920788,0.9318521
0.932071265978875,0.9318688
0.9318855330443967,0.9321214
0.93237396148269,0.9321358
0.9321502388750964,0.9321612
0.9321865983331196,0.9321637
0.9321662037439992,0.9322126
0.9322614924143364,0.93225086
0.9322891217162309,0.9325553
0.9328596964156025,0.93262446
0.93269365837977,0.9326793
0.9327341424779403,0.9327178
0.9327563026840167,0.93273234
0.9327468839329909,0.9327483
0.9327642597809942,0.9329636
0.9331788673547129,0.9329753
0.9329870332295164,0.93302035
0.9330653946534815,0.9330789
0.9331374477703991,0.9330883
0.9330977080413132,0.93309534
0.9331023804142417,0.9333968
0.9336982117862793,0.93362665
0.9338565115607487,0.9338728
0.9341189473710625,0.93390787
0.933942974557871,0.9339981
0.9340883210860714,0.93415
0.9343018898696238,0.9342277
0.9343054121163588,0.9342958
0.9343639016140262,0.9343982
0.9345005943883696,0.9345236
0.934648996214081,0.93479466
0.9350656961333025,0.93497884
0.9351630341454338,0.93523216
0.9354854687264857,0.93527246
0.9353127948457256,0.9353726
0.9354727303207473,0.9356179
0.9358631761944189,0.9359963
0.9363746781211547,0.9363917
0.9367870971408201,0.93670154
0.9370113940019238,0.9367062
0.9367109100254788,0.93677366
0.9368411098880962,0.93691087
0.9370480685421209,0.93702316
0.9371354540415594,0.9372138
0.9374044271832437,0.93731654
0.9374192943505022,0.9375367
0.9377568408206027,0.9378396
0.938142486383949,0.93808436
0.9383291294744136,0.93809545
0.9381065782992957,0.9381019
0.938108350891865,0.9382013
0.9383006847809047,0.9388037
0.9394060175747748,0.9388766
0.9389495864282876,0.9393836
0.9398905292095512,0.9399159
0.9404481956116826,0.94031906
0.9407222411339667,0.9403236
0.9403282053520965,0.94039905
0.9404744886127693,0.9404415
0.9404839553641913,0.94084513
0.9412487008707568,0.94098604
0.9411269928197638,0.94107056
0.941155089382927,0.94196284
0.942854987750809,0.9421668
0.9423708722649813,0.9422995
0.9424322120584112,0.94255304
0.9428065602512723,0.9426149
0.9426767913218195,0.9427419
0.9428688894407407,0.9430926
0.9434432633294855,0.9431391
0.9431856496902892,0.94338155
0.9436239680824615,0.94458485
0.945787992537819,0.94459784
0.9446110243857794,0.9447181
0.9448383431053611,0.9448222
0.9449263025860283,0.9450036
0.94518498735024,0.9450275
0.945051425748989,0.945241
0.9454544690395149,0.9453628
0.9454846149099826,0.9455627
0.9457625872618852,0.9457933
0.9460238949283797,0.94594646
0.9460996326644406,0.9460813
0.946216143043874,0.9467293
0.9473772159738109,0.94705117
0.9473730931181149,0.94730973
0.9475683005519571,0.94742966
0.9475496127382669,0.9476813
0.9479329185091132,0.9482242
0.9487670522280534,0.9482417
0.9482592858764596,0.9484055
0.9485692763382263,0.94874763
0.9490897307136213,0.94895315
0.9491586922708847,0.9490651
0.9491770654004267,0.9497222
0.9503792107775543,0.9499625
0.950202867948437,0.95009613
0.9502297777039267,0.95032644
0.9505567342277363,0.95048654
0.950646651443198,0.95051825
0.9505499810651568,0.95080173
0.9510851688419607,0.9510486
0.9512954758531629,0.95153594
0.9520232406405784,0.9516877
0.9518395148197132,0.9521061
0.9525244565237873,0.9521971
0.952288153465404,0.9523351
0.9524730924880377,0.9528507
0.9533662381366522,0.95301926
0.9531878766189592,0.9532553
0.953491329145248,0.9534136
0.9535719126928698,0.95388997
0.954366287955847,0.9541228
0.9543556697031521,0.9544476
0.9547723850762417,0.9552083
0.9559689285638595,0.9555744
0.9559405643745807,0.9559001
0.9562258068388412,0.9563508
0.9568014795525335,0.9572594
0.9581679249423823,0.9579364
0.9586134376688004,0.95827806
0.9586197750469817,0.9586991
0.9591201271899709,0.9587203
0.9587415654341646,0.95878065
0.9588409938145297,0.95963347
0.9604861602007996,0.9599786
0.9603238126931148,0.96002865
0.9600787486097849,0.96075356
0.9614783596497682,0.9609765
0.9611995218228863,0.9610925
0.9612085177962298,0.9611821
0.961271704383838,0.9614402
0.9616982724208891,0.96166813
0.9618960648455489,0.9621844
0.9627006227976277,0.96232855
0.9624727607765662,0.9625442
0.9627598385011048,0.96300185
0.9634594603290652,0.9632622
0.9635225821737003,0.96337485
0.9634875242991815,0.96381116
0.964247417079979,0.96427846
0.9647457547421876,0.9643308
0.9643832079374747,0.96442986
0.9645289125833941,0.96446884
0.9645078298125567,0.9647808
0.9650927153299427,0.9651977
0.9656145826605361,0.9658425
0.9664872626191159,0.96619403
0.9665456078979812,0.9664382
0.966682387747201,0.9674237
0.9684090786583734,0.96858096
0.9697381914533505,0.9699267
0.9712724090368187,0.97081447
0.9717023148919799,0.97085345
0.970892569258944,0.97131157
0.9717696218399765,0.9717815
0.9722514278293518,0.97274554
0.9737094990763845,0.9730091
0.9732727744334984,0.97312844
0.9732478040134752,0.9732568
0.9733851586044517,0.9742439
0.9752308593652088,0.97498155
0.9757192403655633,0.97525275
0.9755240265279416,0.9780004
0.9807476447129849,0.9786705
0.9793409388267371,0.97950613
0.980341734065444,0.979884
0.9802619448709589,0.9800087
0.9801334417183928,0.9804436
0.9808784493438515,0.9854412
