user,Pred_data,True_data
1,0.7882612,0.762358881
1,0.78952646,0.76266851
1,0.7917183,0.784220593
1,0.79681426,0.788325108
1,0.80330867,0.788848872
1,0.8177044,0.795179371
1,0.82080656,0.803527606
1,0.8234391,0.816567172
1,0.8304461,0.826318723
1,0.8396252,0.829070994
1,0.85017097,0.841981265
1,0.8575338,0.886444253
1,0.8653712,0.88935998
1,0.88422734,0.893300204
1,0.9104863,0.894465906
1,0.913136,0.908809213
1,0.9164571,0.9185234
1,0.9210537,0.918637567
1,0.931261,0.927602237
1,0.9371171,0.928532916
1,0.9392834,0.93583012
1,0.9447708,0.935966074
1,0.94693184,0.936685295
1,0.9509415,0.936981425
1,0.95119184,0.952890543
1,0.9524929,0.958491383
1,0.95648426,0.959280959
1,0.9662191,0.986596932
2,0.7871567,0.780576599
2,0.7932807,0.811689668
2,0.7994432,0.835313401
2,0.8143572,0.843630224
2,0.8370022,0.855007432
2,0.8519112,0.88648361
2,0.86035144,0.891048759
2,0.8730755,0.891674977
2,0.88985294,0.911023773
2,0.8931676,0.914876736
2,0.89753586,0.915948582
2,0.9077799,0.929463887
2,0.910464,0.952194683
2,0.9146041,0.962032678
2,0.9257504,0.983508635
2,0.9390489,0.9881668529999998
2,0.9475988,0.999243016
3,0.6330315,0.640860635
3,0.6353159,0.6440885489999999
3,0.6398841,0.6490930159999999
3,0.6470099,0.6573117909999999
3,0.65093595,0.6597173519999999
3,0.65624404,0.6599977469999999
3,0.66156495,0.662754875
3,0.663225,0.6687704919999999
3,0.6646343,0.670784737
3,0.6679814,0.675506459
3,0.6722608,0.676704612
3,0.6747486,0.6782001279999998
3,0.67780524,0.68299282
3,0.6792537,0.687366148
3,0.681708,0.698586368
3,0.6863928,0.6991137349999998
3,0.69178087,0.7003010979999998
3,0.69811213,0.707154026
3,0.69923455,0.70798249
3,0.70171636,0.710216601
3,0.7057939,0.7275121189999999
3,0.70811605,0.728482317
3,0.71378535,0.7312895759999999
3,0.72340417,0.740464605
3,0.7252795,0.757578569
3,0.73024654,0.7580706919999999
3,0.73923254,0.7690192589999999
3,0.7489013,0.780271095
3,0.752511,0.797068009
3,0.7617864,0.80064604
3,0.7714894,0.8014988869999999
3,0.7806226,0.8015273489999999
3,0.7825642,0.8134698489999999
3,0.78372157,0.8181553629999999
3,0.7866683,0.8188050969999999
3,0.79349595,0.8203325459999999
3,0.79597336,0.8245805799999999
3,0.7968661,0.830798378
3,0.7988766,0.8352756119999999
3,0.8024858,0.852572407
3,0.80735725,0.861495727
3,0.8135654,0.8619299749999999
3,0.8233899,0.8625689749999998
3,0.82757795,0.8682726809999999
3,0.8282081,0.8686322579999999
3,0.8296604,0.87360596
3,0.8325683,0.8773866559999999
3,0.83391464,0.8828011179999999
3,0.8371674,0.889913704
3,0.8402733,0.905467419
3,0.8448263,0.908857808
3,0.85106766,0.923031477
3,0.8590978,0.929377972
3,0.8634491,0.930461526
3,0.8706256,0.931669107
3,0.8735256,0.932396621
3,0.87422454,0.94318545
3,0.875341,0.949568976
3,0.8778284,0.961517046
3,0.8838864,0.977237918
3,0.88918746,0.978130245
3,0.8966354,0.978580178
3,0.9029948,0.979209092
3,0.9034426,0.994192696
3,0.90432113,0.996993229
4,0.819427,0.82956653
4,0.8235822,0.830193187
4,0.82557446,0.836200392
4,0.8273761,0.847951098
4,0.830113,0.860354719
4,0.83713096,0.868370926
4,0.84687895,0.86854598
4,0.8552157,0.871186715
4,0.85952395,0.872054239
4,0.8603119,0.873471298
4,0.8619581,0.875499604
4,0.8628787,0.882106363
4,0.8645362,0.883585908
4,0.8672398,0.887588416
4,0.87117827,0.887726948
4,0.8728749,0.892817869
4,0.8752453,0.89371598
4,0.8765705,0.896082518
4,0.87946445,0.900068719
4,0.88072383,0.902566804
4,0.88298273,0.905184417
4,0.88569355,0.906889636
4,0.887633,0.90778633
4,0.88936406,0.9091802
4,0.89049244,0.916662479
4,0.89172727,0.921429672
4,0.8944095,0.923519534
4,0.89923877,0.931025499
4,0.9024693,0.93391637
4,0.9053199,0.94348788
4,0.9101213,0.946541674
4,0.91377014,0.949413593
4,0.91911155,0.953147256
4,0.9213809,0.953447501
4,0.92353976,0.959409368
4,0.92568946,0.964761814
4,0.92740476,0.9689812
4,0.9315306,0.971095867
4,0.93499315,0.972897872
4,0.9374648,0.979716637
4,0.9391837,0.999678436
5,0.80450255,0.819272891
5,0.80928665,0.82971693
5,0.8142758,0.830467819
5,0.8178092,0.840458006
5,0.8239052,0.846786256
5,0.8271116,0.85377744
5,0.8340129,0.864174524
5,0.8394509,0.867092911
5,0.8454449,0.876300969
5,0.8517231,0.880328917
5,0.8554695,0.880889788
5,0.8607833,0.893907874
5,0.86364216,0.899243833
5,0.86712706,0.925732345
5,0.87599266,0.928202375
5,0.88427156,0.930107458
5,0.8968916,0.953750044
5,0.89974874,0.959703124
5,0.90575624,0.966466051
5,0.9176674,0.968541752
5,0.9216824,0.985037142
5,0.92586595,0.98586976
5,0.9299717,0.988406434
6,0.75481796,0.796893685
6,0.77192396,0.800098791
6,0.7805006,0.808572254
6,0.7859023,0.815845922
6,0.7902757,0.822476035
6,0.79695237,0.825183589
6,0.8025078,0.832128238
6,0.80704427,0.837631267
6,0.81051993,0.839037592
6,0.8154382,0.840300959
6,0.8186087,0.842059266
6,0.81973875,0.846572762
6,0.8211128,0.854630457
6,0.8236405,0.867580825
6,0.8286911,0.87479951
6,0.8361646,0.87731377
6,0.84425575,0.884256635
6,0.8487495,0.885303899
6,0.85159606,0.899901472
6,0.85607517,0.904870277
6,0.86015505,0.91173377
6,0.8684921,0.913979041
6,0.8724256,0.934810285
6,0.877342,0.937756081
6,0.8829839,0.955948111
6,0.89402664,0.967603368
6,0.8997362,0.992156028
7,0.7679478,0.784165917
7,0.770194,0.790703228
7,0.77545625,0.795560936
7,0.7861353,0.795678644
7,0.791032,0.796614064
7,0.7937508,0.799286322
7,0.7943216,0.800674011
7,0.79569876,0.80630437
7,0.7980234,0.807046154
7,0.80040073,0.810030747
7,0.8038613,0.81467884
7,0.8054965,0.823604936
7,0.8091456,0.828484165
7,0.81446016,0.83037812
7,0.8206109,0.842023269
7,0.8246557,0.845075571
7,0.82901216,0.857153749
7,0.83681375,0.873603593
7,0.84288555,0.874417504
7,0.8532936,0.877067952
7,0.861925,0.878819029
7,0.8631358,0.879922289
7,0.8649767,0.879998146
7,0.86612624,0.880978971
7,0.86676675,0.889088937
7,0.86767703,0.889860382
7,0.8702429,0.892615769
7,0.8746218,0.896602489
7,0.8759809,0.899530102
7,0.87852436,0.902685628
7,0.8814126,0.909759685
7,0.8841217,0.913960548
7,0.8876606,0.919961095
7,0.892493,0.920467604
7,0.89595807,0.92112201
7,0.89897156,0.921868351
7,0.8994188,0.924381474
7,0.9000825,0.928912312
7,0.9013462,0.94177102
7,0.90448993,0.943253149
7,0.90968835,0.943337149
7,0.91600037,0.944485411
7,0.91678184,0.947271307
7,0.91727006,0.974978738
7,0.9202819,0.977231591
7,0.9278741,0.978723812
7,0.9408992,0.978836576
7,0.9422279,0.979373861
7,0.9429477,0.987579264
7,0.9436259,0.99278482
7,0.94593775,0.993632102
8,0.7758541,0.799672732
8,0.78381455,0.800447593
8,0.79148406,0.801024062
8,0.8005935,0.805362297
8,0.8014889,0.825589807
8,0.80456,0.82992405
8,0.8122106,0.851969334
8,0.82488805,0.890954177
8,0.83534735,0.89732252
8,0.8554305,0.89942474
8,0.8748762,0.916724091
